path,symbol_id,latex,user_id
hasy-data/v2-00000.png,31,A,50
hasy-data/v2-00001.png,31,A,10
hasy-data/v2-00002.png,31,A,43
hasy-data/v2-00003.png,31,A,43
hasy-data/v2-00004.png,31,A,4435
hasy-data/v2-00005.png,31,A,5981
hasy-data/v2-00006.png,31,A,5981
hasy-data/v2-00007.png,31,A,5981
hasy-data/v2-00008.png,31,A,5981
hasy-data/v2-00009.png,31,A,5981
hasy-data/v2-00010.png,31,A,5981
hasy-data/v2-00011.png,31,A,5981
hasy-data/v2-00012.png,31,A,5981
hasy-data/v2-00013.png,31,A,5981
hasy-data/v2-00014.png,31,A,5981
hasy-data/v2-00015.png,31,A,5981
hasy-data/v2-00016.png,31,A,8071
hasy-data/v2-00017.png,31,A,9505
hasy-data/v2-00018.png,31,A,16925
hasy-data/v2-00019.png,31,A,16925
hasy-data/v2-00020.png,31,A,16925
hasy-data/v2-00021.png,31,A,16925
hasy-data/v2-00022.png,32,B,50
hasy-data/v2-00023.png,32,B,4435
hasy-data/v2-00024.png,32,B,5944
hasy-data/v2-00025.png,32,B,7841
hasy-data/v2-00026.png,32,B,7841
hasy-data/v2-00027.png,32,B,7841
hasy-data/v2-00028.png,32,B,7841
hasy-data/v2-00029.png,32,B,10
hasy-data/v2-00030.png,33,C,10
hasy-data/v2-00031.png,33,C,10
hasy-data/v2-00032.png,33,C,10
hasy-data/v2-00033.png,33,C,10
hasy-data/v2-00034.png,33,C,10
hasy-data/v2-00035.png,33,C,10
hasy-data/v2-00036.png,33,C,35
hasy-data/v2-00037.png,33,C,35
hasy-data/v2-00038.png,33,C,50
hasy-data/v2-00039.png,33,C,8457
hasy-data/v2-00040.png,33,C,6483
hasy-data/v2-00041.png,33,C,9505
hasy-data/v2-00042.png,33,C,13499
hasy-data/v2-00043.png,33,C,16925
hasy-data/v2-00044.png,34,D,4435
hasy-data/v2-00045.png,34,D,5944
hasy-data/v2-00046.png,34,D,4142
hasy-data/v2-00047.png,34,D,6188
hasy-data/v2-00048.png,34,D,6483
hasy-data/v2-00049.png,34,D,9017
hasy-data/v2-00050.png,34,D,9283
hasy-data/v2-00051.png,34,D,16925
hasy-data/v2-00052.png,35,E,1710
hasy-data/v2-00053.png,35,E,5944
hasy-data/v2-00054.png,35,E,5879
hasy-data/v2-00055.png,35,E,6567
hasy-data/v2-00056.png,35,E,6672
hasy-data/v2-00057.png,35,E,9505
hasy-data/v2-00058.png,36,F,48
hasy-data/v2-00059.png,36,F,1710
hasy-data/v2-00060.png,36,F,4435
hasy-data/v2-00061.png,36,F,6643
hasy-data/v2-00062.png,36,F,7052
hasy-data/v2-00063.png,36,F,8633
hasy-data/v2-00064.png,37,G,10
hasy-data/v2-00065.png,37,G,10
hasy-data/v2-00066.png,37,G,10
hasy-data/v2-00067.png,37,G,10
hasy-data/v2-00068.png,37,G,10
hasy-data/v2-00069.png,37,G,10
hasy-data/v2-00070.png,37,G,10
hasy-data/v2-00071.png,37,G,46
hasy-data/v2-00072.png,37,G,6483
hasy-data/v2-00073.png,37,G,7052
hasy-data/v2-00074.png,37,G,9017
hasy-data/v2-00075.png,37,G,9505
hasy-data/v2-00076.png,38,H,48
hasy-data/v2-00077.png,38,H,7045
hasy-data/v2-00078.png,38,H,1696
hasy-data/v2-00079.png,38,H,9153
hasy-data/v2-00080.png,38,H,9499
hasy-data/v2-00081.png,38,H,10
hasy-data/v2-00082.png,38,H,10
hasy-data/v2-00083.png,39,I,10
hasy-data/v2-00084.png,39,I,10
hasy-data/v2-00085.png,39,I,10
hasy-data/v2-00086.png,39,I,10
hasy-data/v2-00087.png,39,I,3328
hasy-data/v2-00088.png,39,I,8457
hasy-data/v2-00089.png,39,I,8633
hasy-data/v2-00090.png,39,I,15
hasy-data/v2-00091.png,39,I,8486
hasy-data/v2-00092.png,39,I,8486
hasy-data/v2-00093.png,40,J,23
hasy-data/v2-00094.png,40,J,10
hasy-data/v2-00095.png,40,J,10
hasy-data/v2-00096.png,40,J,10
hasy-data/v2-00097.png,40,J,10
hasy-data/v2-00098.png,40,J,10
hasy-data/v2-00099.png,40,J,10
hasy-data/v2-00100.png,40,J,10
hasy-data/v2-00101.png,40,J,10
hasy-data/v2-00102.png,40,J,9218
hasy-data/v2-00103.png,40,J,9283
hasy-data/v2-00104.png,41,K,10
hasy-data/v2-00105.png,41,K,10
hasy-data/v2-00106.png,41,K,10
hasy-data/v2-00107.png,41,K,10
hasy-data/v2-00108.png,41,K,10
hasy-data/v2-00109.png,41,K,6037
hasy-data/v2-00110.png,41,K,4142
hasy-data/v2-00111.png,41,K,6483
hasy-data/v2-00112.png,41,K,6672
hasy-data/v2-00113.png,41,K,8486
hasy-data/v2-00114.png,41,K,8486
hasy-data/v2-00115.png,42,L,10
hasy-data/v2-00116.png,42,L,40
hasy-data/v2-00117.png,42,L,10
hasy-data/v2-00118.png,42,L,50
hasy-data/v2-00119.png,42,L,10
hasy-data/v2-00120.png,42,L,59
hasy-data/v2-00121.png,42,L,10
hasy-data/v2-00122.png,42,L,10
hasy-data/v2-00123.png,42,L,6483
hasy-data/v2-00124.png,42,L,1696
hasy-data/v2-00125.png,42,L,15
hasy-data/v2-00126.png,43,M,15
hasy-data/v2-00127.png,43,M,10
hasy-data/v2-00128.png,43,M,10
hasy-data/v2-00129.png,43,M,10
hasy-data/v2-00130.png,43,M,10
hasy-data/v2-00131.png,43,M,10
hasy-data/v2-00132.png,43,M,10
hasy-data/v2-00133.png,43,M,10
hasy-data/v2-00134.png,43,M,50
hasy-data/v2-00135.png,43,M,6643
hasy-data/v2-00136.png,43,M,7052
hasy-data/v2-00137.png,43,M,9283
hasy-data/v2-00138.png,44,N,40
hasy-data/v2-00139.png,44,N,10
hasy-data/v2-00140.png,44,N,59
hasy-data/v2-00141.png,44,N,10
hasy-data/v2-00142.png,44,N,10
hasy-data/v2-00143.png,44,N,10
hasy-data/v2-00144.png,44,N,10
hasy-data/v2-00145.png,44,N,10
hasy-data/v2-00146.png,44,N,10
hasy-data/v2-00147.png,44,N,6662
hasy-data/v2-00148.png,44,N,7052
hasy-data/v2-00149.png,45,O,10
hasy-data/v2-00150.png,45,O,10
hasy-data/v2-00151.png,45,O,10
hasy-data/v2-00152.png,45,O,44
